modelo,combustivel,cor,ano,km,valor
MITSUBISHI PAJERO HPE D 2016,DIESEL,BRANCO,2016,146.417,"R$209.900,00"
MITSUBISHI PAJERO 3.2 HPE 4X4 16V DIESEL 4P 2016,DIESEL,BRANCO,2016,0,"R$193.900,00"
FIAT PALIO 1.0 2P 2016,FLEX,VERMELHO,2016,109.000,"R$28.800,00"
MERCEDES-BENZ C180 1.6 TURBO EXCLUSIVE 2016,GASOLINA,PRATA,2016,58.000,"R$135.800,00"
BMW 120I ACTIVE FLEX 2016,FLEX,PRETO,2016,58.000,"R$112.800,00"
HONDA HR-V LX CVT 2016,FLEX,BRANCO,2016,61.300,"R$83.800,00"
HONDA CITY 1.5 LX 16V FLEX 4P AUT 2016,FLEX,CINZA,2016,101.000,"R$71.800,00"
HYUNDAI HB20S PREMIUM 1.6 16V FLEX AUT. 2016,FLEX,BRANCO,2016,107.000,"R$66.800,00"
VOLKSWAGEN UP MOVE MA 2016,FLEX,PRATA,2016,103.000,"R$44.800,00"
HYUNDAI HB20 1.0M COMFOR 2016,FLEX,PRETO,2016,102.087,"R$53.900,00"
FIAT PALIO ATTRACTIVE 1.4 8V 2016,FLEX,BRANCO,2016,78.425,"R$44.900,00"
FIAT PALIO ATTRACTIVE 1.4 8V FLEX MEC. 2016,FLEX,PRATA,2016,88.367,"R$45.900,00"
JAC T6 2.0 JETFLEX 5P MEC 2016,FLEX,BRANCO,2016,54.565,"R$51.900,00"
LIFAN X60 1.8L VIP 2016,GASOLINA,VERMELHO,2016,161.720,"R$52.900,00"
CHEVROLET ONIX 1.0 MT LS 2016,FLEX,BRANCO,2016,125.569,"R$54.900,00"
HYUNDAI IX35 B 2016,FLEX,PRETO,2016,136.641,"R$91.900,00"
FIAT UNO WAY 1.4 8V (FLEX) 4P 2016,FLEX,BRANCO,2016,89.617,"R$49.900,00"
RENAULT FLUENCE DYN PL 2016,FLEX,BRANCO,2016,115.308,"R$58.900,00"
VOLKSWAGEN GOLF 2.0 TSI GTI 16V TURBO GASOLINA 4P AUT 2016,GASOLINA,PRATA,2016,64.700,"R$159.990,00"
JEEP RENEGADE SPORT AT 2016,FLEX,PRATA,2016,91.254,"R$68.990,00"
HONDA HR-V EX CVT 2016,FLEX,CINZA,2016,89.212,"R$85.990,00"
FIAT PALIO 1.6 SPORTING BLUE EDITION 16V FLEX 4P MANUAL 2016,FLEX,PRETO,2016,93.420,"R$50.990,00"
CHEVROLET SPIN 1.8 ACTIV 8V FLEX 4P AUT 2016,FLEX,PRATA,2016,78.689,"R$61.990,00"
PEUGEOT 208 ACTIVE 1.5 FLEX 8V 5P 2016,FLEX,BRANCO,2016,81.458,"R$44.990,00"
CHEVROLET SPIN 1.8L AT LTZ 2016,FLEX,BRANCO,2016,143.052,"R$59.990,00"
HYUNDAI HB20 1.0 COMFORT 2016,FLEX,PRATA,2016,107.000,"R$49.990,00"
HYUNDAI ELANTRA GLS 2.0 16V FLEX AUT. 2016,FLEX,PRATA,2016,115.666,"R$76.990,00"
FIAT UNO ATTRACTIVE 1.0 2016,FLEX,PRATA,2016,1,"R$34.900,00"
CHEVROLET PRISMA 1.4 AT LTZ 2016,FLEX,PRATA,2016,110.252,"R$59.990,00"
TOYOTA HILUX CD 4X4 SR5 2.8TB 2016,DIESEL,PRETO,2016,93.000,"R$189.990,00"
RENAULT SANDERO DYNAMIQUE 1.6 8V 2016,FLEX,PRATA,2016,114.000,"R$44.990,00"
PEUGEOT 208 ALLURE 1.6 FLEX 16V AUTOMATICO 2016,FLEX,VERMELHO,2016,64.994,"R$55.900,00"
JEEP RENEGADE SPORT AT D 2016,DIESEL,BRANCO,2016,109.736,"R$97.900,00"
CHEVROLET PRISMA 1.4 MT LTZ 2016,FLEX,PRETO,2016,128.184,"R$58.900,00"
PEUGEOT 2008 GRIFFE THPM 2016,FLEX,BRANCO,2016,96.300,"R$60.990,00"
JEEP RENEGADE SPORT AT 2016,FLEX,VERMELHO,2016,92.511,"R$75.900,00"
PEUGEOT 2008 GRIFFE 1.6 AUTOMATICO 2016,FLEX,BRANCO,2016,155.368,"R$59.900,00"
CHEVROLET ONIX 1.4MT LT 2016,FLEX,CINZA,2016,0,R$Consulte
TOYOTA COROLLA XEI20FLEX 2016,FLEX,PRATA,2016,104.592,"R$89.900,00"
VOLKSWAGEN SAVEIRO CROSS 1.6 16V G6 CE 2016,FLEX,PRETO,2016,70.295,"R$75.900,00"
LAND ROVER DISCOVERY SPORT TD4 SE 2016,DIESEL,PRETO,2016,125.213,"R$145.900,00"
RENAULT DUSTER 1.6 E 4X2 2016,FLEX,BRANCO,2016,0,"R$57.900,00"
VOLKSWAGEN UP TAKE 1.0 TOTAL FLEX 12V 5P 2016,FLEX,BRANCO,2016,75.000,"R$39.900,00"
HONDA FIT EX/ S 1.5 16V FLEX 5P AUT. 2016,FLEX,BRANCO,2016,91.800,"R$68.900,00"
HYUNDAI IX35 2.0 MPI 4X2 16V FLEX 4P AUT 2016,FLEX,PRATA,2016,87.000,"R$82.900,00"
HONDA FIT LX 1.5 FLEXONE 16V 5P AUT 2016,FLEX,PRETO,2016,57.400,"R$67.900,00"
MITSUBISHI OUTLANDER 2.2 D 2016,DIESEL,BRANCO,2016,130.000,"R$149.990,00"
MERCEDES-BENZ GLA 200 1.6 CGI ADVANCE 16V TURBO 4P 2016,FLEX,VERMELHO,2016,87.000,"R$129.990,00"
HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT 2016,FLEX,BRANCO,2016,113.000,"R$94.990,00"
RENAULT SANDERO AUTHENTIC 1.0 16V FLEX 4P 2016,FLEX,PRATA,2016,117.000,"R$38.990,00"
TOYOTA COROLLA XEI 2.0 16V FLEX AUT. 2016,FLEX,PRETO,2016,214.000,"R$89.990,00"
JEEP RENEGADE LONGITUDE 2.0 TB DIESEL 4X4 AUT 2016,DIESEL,BRANCO,2016,170.000,"R$99.990,00"
KIA PICANTO EX41 0ATFF 2016,FLEX,PRETO,2016,55.000,"R$56.990,00"
FIAT BRAVO ESSENCE 1.8 16V 4P 2016,FLEX,BRANCO,2016,112.000,"R$52.990,00"
JEEP RENEGADE SPORT AT D 2016,DIESEL,PRETO,2016,108.000,"R$99.990,00"
HONDA HRV EXL CVT FLEX 2016,FLEX,BRANCO,2016,156.000,"R$95.990,00"
TOYOTA HILUX CD SRV 4X4 2.8 TDI DIESEL AUT. 2016,DIESEL,VERMELHO,2016,179.000,"R$205.990,00"
HYUNDAI IX35 GLS 2.0 AUT FLEX 2016,FLEX,PRETO,2016,160.000,"R$79.990,00"
MITSUBISHI PAJERO HPE FULL 3.2 4X4 T.I. 5P 2016,DIESEL,BRANCO,2016,98.000,"R$209.990,00"
TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT 2016,DIESEL,PRATA,2016,172.000,"R$215.990,00"
LAND ROVER DISCOVERY SE 3.0 4X4 DIESEL 2016,DIESEL,CINZA,2016,115.000,"R$229.990,00"
JAGUAR JAG XE R-SPORT SI4 2016,GASOLINA,AZUL,2016,104.000,"R$169.990,00"
CHEVROLET TRACKER LTZ 1.8 ECOTEC AUT. 2016,FLEX,CINZA,2016,78.000,"R$79.990,00"
FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS 2016,FLEX,BRANCO,2016,141.000,"R$53.990,00"
HYUNDAI HB20S PREMIUM 1.6 16V FLEX AUT. 2016,FLEX,PRETO,2016,89.000,"R$69.990,00"
JEEP RENEGADE SPORT AT D 2016,DIESEL,VERMELHO,2016,117.182,"R$104.990,00"
CHEVROLET SPIN 1.8L AT ACT 2016,FLEX,BRANCO,2016,134.000,"R$64.990,00"
LAND ROVER LR EVOQUE SE 2016,GASOLINA,BRANCO,2016,81.000,"R$156.990,00"
HONDA HR-V EXL CVT 1.8 I-VTEC 2016,FLEX,PRETO,2016,83.000,"R$94.990,00"
RENAULT DUSTER OROCH DYNAMIQUE 1.6 2016,FLEX,BRANCO,2016,134.500,"R$75.900,00"
JEEP RENEGADE LNGTD AT 2016,FLEX,PRATA,2016,120.000,"R$79.900,00"
FIAT PUNTO ATTRACTIVE 1.4 FLEX 2016,FLEX,PRATA,2016,151.600,"R$44.900,00"
HYUNDAI HR 2.5 TCI HD BAU 2016,DIESEL,BRANCO,2016,96.906,"R$99.900,00"
FIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CS 2016,FLEX,BRANCO,2016,132.754,"R$49.900,00"
RENAULT LOGAN EXPR 1.0 16V 2016,FLEX,BRANCO,2016,139.309,"R$39.900,00"
VOLKSWAGEN SAVEIRO CD CROSS MA 2016,FLEX,BRANCO,2016,138.160,"R$74.900,00"
PEUGEOT 2008 ALLURE 1.6 AUTOMATICO 2016,FLEX,BRANCO,2016,83.829,"R$55.990,00"
CHEVROLET PRISMA 1.4 LT 8V FLEX MANUAL 2016,FLEX,PRATA,2016,112.381,"R$52.900,00"
HYUNDAI HB20S 1.6 COMFORT STYLE 16V FLEX 4P MANUAL 2016,FLEX,PRETO,2016,97.333,"R$59.990,00"
AUDI A1 SPORTBACK ATTRACTION 1.4 125C 2016,GASOLINA,BRANCO,2016,64.597,"R$89.900,00"
HYUNDAI HB20 1.0 COMFORT 2016,FLEX,PRATA,2016,137.733,"R$48.990,00"
JEEP RENEGADE 1.8 16V FLEX SPORT 4P MANUAL 2016,FLEX,BRANCO,2016,96.068,"R$75.990,00"
NISSAN VERSA 1.6 16V FLEX UNIQUE 2016,FLEX,CINZA,2016,117.801,"R$54.990,00"
VOLKSWAGEN UP MOVE MDV TSI 2016,FLEX,BRANCO,2016,109.609,"R$53.990,00"
JEEP RENEGADE LNGTD AT 2016,FLEX,PRETO,2016,109.986,"R$81.990,00"
VOLKSWAGEN NOVO FOX CL MB 2016,FLEX,BRANCO,2016,118.400,"R$57.990,00"
HYUNDAI IX35 B 2016,FLEX,LARANJA,2016,117.000,"R$86.990,00"
HONDA FIT EX CVT 2016,FLEX,CINZA,2016,77.340,"R$75.990,00"
FIAT UNO WAY 1.4 2016,FLEX,VERMELHO,2016,173.090,"R$44.990,00"
VOLKSWAGEN UP CROSS 1.0 MPI 12V FLEX 4P MANUAL 2016,FLEX,BRANCO,2016,0,"R$49.000,00"
MITSUBISHI OUTLANDER 2.2 D 2016,DIESEL,BRANCO,2016,0,"R$158.000,00"
HYUNDAI HB20S 2016,FLEX,MARROM,2016,78.606,"R$58.900,00"
FORD KA SE 1.5 HA 2016,FLEX,BRANCO,2016,163.637,"R$43.900,00"
CHEVROLET SPIN 1.8L AT LTZ 2016,FLEX,PRETO,2016,144.700,"R$62.990,00"
MITSUBISHI PAJERO HPE FULL 3.2 4X4 T.I. 5P 2016,DIESEL,MARROM,2016,155.402,"R$199.990,00"
VOLKSWAGEN AMAROK DARK LABEL 2.0 AUT 2016,DIESEL,BRANCO,2016,129.835,"R$135.990,00"
CHEVROLET PRISMA SED. LTZ 1.4 8V FLEXPOWER 4P 2016,FLEX,BRANCO,2016,170.800,"R$53.990,00"
MERCEDES-BENZ GLA 200 1.6 CGI STYLE 16V TURBO 4P 2016,FLEX,CINZA,2016,80.100,"R$119.990,00"
PORSCHE PANAMERA 3.6 310 CV 2016,GASOLINA,CINZA,2016,80.451,"R$398.990,00"
HYUNDAI IX35 2.0 16V FLEX 4P AUTOMATICO 2016,FLEX,BRANCO,2016,126.000,"R$79.900,00"
CHEVROLET PRISMA 1.4 AT LTZ 2016,FLEX,VERMELHO,2016,114.699,"R$58.990,00"
PEUGEOT 2008 GRIFFE 1.6 AUTOMATICO 2016,GASOLINA,MARROM,2016,100.578,"R$60.990,00"
HYUNDAI IX35 B 2016,FLEX,PRETO,2016,102.915,"R$76.990,00"
FORD FIESTA HA 1.5L SB 2016,GASOLINA,PRATA,2016,126.221,"R$45.990,00"
VOLKSWAGEN UP MOVE MA 2016,FLEX,VERMELHO,2016,192.684,"R$45.990,00"
HYUNDAI IX35 B 2016,FLEX,PRETO,2016,120.763,"R$79.900,00"
HONDA HR-V EX 1.8 FLEXONE 16V 5P AUT 2016,FLEX,PRATA,2016,101.947,"R$87.999,00"
VOLKSWAGEN VOYAGE TREND 1.6 MI TOTAL FLEX 8V 2016,FLEX,PRATA,2016,178.958,"R$43.990,00"
PEUGEOT 2008 GRIFFE 1.6 MANUAL 2016,FLEX,BRANCO,2016,116.157,"R$58.990,00"
FORD FIESTA HA 1.5L SB 2016,FLEX,VERMELHO,2016,126.627,"R$44.990,00"
MINI JCW COUNTRYMAN 2016,GASOLINA,CINZA,2016,95.705,"R$137.990,00"
SUBARU WRX 2.0 2016,GASOLINA,BRANCO,2016,82.634,"R$154.990,00"
FIAT UNO WAY 1.4 2016,FLEX,CINZA,2016,126.957,"R$43.990,00"
MERCEDES-BENZ C180 2016,GASOLINA,PRETO,2016,93.164,"R$126.990,00"
TROLLER T4 XLT 3.2 2016,DIESEL,BRANCO,2016,98.260,"R$168.990,00"
HYUNDAI TUCSON GLSB 2016,FLEX,PRETO,2016,0,"R$59.990,00"
TOYOTA HILUX 2.8 SRV 4X4 CD 16V DIESEL 4P AUTOMÁTICO 2016,DIESEL,PRATA,2016,123.000,"R$194.900,00"
FIAT PALIO 1.0 MPI FIRE 8V FLEX 4P MANUAL 2016,GASOLINA,PRATA,2016,104.782,"R$36.900,00"
RENAULT SANDERO 1.6 EXPRESSION 8V FLEX 4P MANUAL 2016,GASOLINA,PRETO,2016,158.000,"R$43.900,00"
RENAULT KANGOO 1.6 EXPRESS 16V FLEX 3P MANUAL 2016,GASOLINA,BRANCO,2016,187.000,"R$54.900,00"
FIAT STRADA 1.4 MPI WORKING CS 8V FLEX 2P MANUAL 2016,GASOLINA,BRANCO,2016,82.000,"R$51.900,00"
AUDI A3 2016,FLEX,PRATA,2016,112.601,"R$98.990,00"
NISSAN VERSA 2016,FLEX,CINZA,2016,208.119,"R$52.990,00"
VOLVO S60 2016,GASOLINA,PRATA,2016,122.204,"R$82.990,00"
VOLKSWAGEN AMAROK 2016,DIESEL,BRANCO,2016,173.671,"R$157.990,00"
VOLVO XC 2016,GASOLINA,BEGE,2016,63.276,"R$229.990,00"
LAND ROVER Discovery 2016,DIESEL,BRANCO,2016,70.388,"R$169.990,00"
HYUNDAI Santa Fé 2016,GASOLINA,PRETO,2016,104.322,"R$112.990,00"
FIAT Uno 2016,FLEX,BRANCO,2016,85.121,"R$46.990,00"
CITROEN AIRCROSS LIVE 2016,FLEX,BRANCO,2016,140.000,"R$50.990,00"
HYUNDAI TUCSON GLSB 2016,FLEX,CINZA,2016,22.546,"R$74.990,00"
HYUNDAI HB20S 1.6 PREMIUM 16V FLEX AUTOMATICO 2016,FLEX,PRETO,2016,79.000,"R$66.990,00"
HYUNDAI IX35 2.0 2016,FLEX,CINZA,2016,87.689,"R$85.990,00"
FORD F 350 CABINE DUPLA GUINCHO ASA DELTA 2016,DIESEL,AMARELO,2016,972.159,"R$189.990,00"
FIAT PALIO ATTRACT 1.4 2016,FLEX,VERMELHO,2016,196.050,"R$41.990,00"
JEEP RENEGADE SPORT AT 2016,FLEX,VERDE,2016,95.684,"R$74.990,00"
TOYOTA HILUX CD SRX 4X4 AUT 2016,DIESEL,VERMELHO,2016,154.046,"R$213.990,00"
VOLKSWAGEN SAVEIRO CROSS CE 1.6 8V TOTAL FLEX 2016,FLEX,BRANCO,2016,149.770,"R$74.980,00"
JEEP RENEGADE LONGITUDE 1.8 FLEX AUTOMATICO 2016,FLEX,VERMELHO,2016,57.000,"R$75.980,00"
HONDA FIT EXL - AT 1.5 16V FLEX 4P 2016,FLEX,CINZA,2016,0,"R$73.980,00"
HYUNDAI AZERA 3.0 MPFI GLS V6 24V GASOLINA 4P AUTOMÁTICO 2016,GASOLINA,PRETO,2016,84.523,"R$98.980,00"
FIAT UNO ATTRACTIVE 1.0E 2016,FLEX,PRATA,2016,187.875,"R$38.980,00"
FIAT UNO EVOLUTION 1.4 4P 2016,FLEX,BRANCO,2016,95.198,"R$44.980,00"
HONDA HR-V EXL 1.8 16V SOHC I-VTEC FLEXONE AUT. 2016,FLEX,CINZA,2016,100,"R$82.980,00"
HONDA CITY LX CVT 2016,FLEX,PRATA,2016,144.770,"R$70.980,00"
VOLKSWAGEN FOX 1.6 MI ROCK IN RIO 8V FLEX 4P 2016,FLEX,VERMELHO,2016,106.759,"R$51.980,00"
JEEP RENEGADE 2.0 16V TURBO DIESEL SPORT 4P 4X4 AUT 2016,DIESEL,PRATA,2016,106.163,"R$96.980,00"
HYUNDAI HB20S PREMIUM 1.6 FLEX 16V AUT. 4P 2016,FLEX,BRANCO,2016,92.105,"R$64.980,00"
AUDI AUDI A3 LM 122CV I 2016,FLEX,PRETO,2016,153.909,"R$79.990,00"
JEEP RENEGADE LONGITUDE 1.8 FLEX AUTOMATICO 2016,FLEX,PRATA,2016,136.902,"R$69.990,00"
FIAT BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P 2016,FLEX,BRANCO,2016,87.116,"R$59.990,00"
JEEP RENEGADE LONGITUDE 1.8 FLEX AUTOMATICO 2016,FLEX,VERMELHO,2016,65.237,"R$77.990,00"
KIA PICANTO EX 1.0 12V FLEX MEC 2016,FLEX,CINZA,2016,90.968,"R$44.990,00"
HYUNDAI TUCSON 2.0 GLS FLEX 4P AUT 2016,FLEX,BRANCO,2016,85.459,"R$59.990,00"
FIAT STRADA 1.8 MPI ADVENTURE CD 16V FLEX 3P AUTOMATIZADO 2016,GASOLINA,VERDE,2016,110.000,"R$69.900,00"
HYUNDAI HB20 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO 2016,GASOLINA,PRATA,2016,28.753,"R$65.900,00"
JEEP RENEGADE 1.8 16V FLEX SPORT 4P AUTOMÁTICO 2016,GASOLINA,PRETO,2016,84.800,"R$72.900,00"
VOLKSWAGEN GOLF 1.6 MSI COMFORTLINE 16V TOTAL FLEX 4P TIPTRONIC 2016,GASOLINA,BRANCO,2016,48.934,"R$76.900,00"
LAND ROVER Discovery Sport SD4 HSE 2016,DIESEL,BRANCO,2016,130.762,"R$182.990,00"
PEUGEOT 308 ALLURE 2.0 AUT 2016,FLEX,BRANCO,2016,75.306,"R$58.990,00"
AUDI A3 LM 150CV ATTRATION 2016,FLEX,PRETO,2016,150.076,"R$86.990,00"
JEEP Renegade SPORT AUT 4X4 2.0TD 2016,DIESEL,PRETO,2016,91.011,"R$98.990,00"
JEEP Renegade TRAILHAWK 2.0 4X4 TB DIESEL AUT 2016,DIESEL,VERMELHO,2016,124.579,"R$98.990,00"
VOLKSWAGEN Jetta HIGHLINE AUT 211CV 2016,GASOLINA,BRANCO,2016,45.162,"R$101.990,00"
BMW 420i 2.0 SPORT GP CABRIO 2016,GASOLINA,PRETO,2016,86.251,"R$221.000,00"
BMW 320I 2.0 16V TURBO ACTIVE FLEX 4P AUTOMATICO 2016,FLEX,BRANCO,2016,109.000,"R$125.900,00"
FIAT PALIO ATTRACTIV 1.0 2016,FLEX,BRANCO,2016,197.962,"R$38.900,00"
PEUGEOT 2008 GRIFFE A 2016,FLEX,VERMELHO,2016,199.890,"R$49.990,00"
FIAT PUNTO BLACKMOTIN 2016,FLEX,BRANCO,2016,80.538,"R$48.900,00"
FIAT SIENA ESSENCE 1.6 2016,FLEX,BRANCO,2016,133.687,"R$42.900,00"
JEEP RENEGADE THAWK AT D 2016,DIESEL,VERMELHO,2016,149.990,"R$91.990,00"
VOLKSWAGEN GOL SPECIAL MB 2016,FLEX,PRETO,2016,58.000,"R$41.990,00"
RENAULT SANDERO STEP 1.6 R 2016,FLEX,BRANCO,2016,103.325,"R$49.990,00"
FIAT BRAVO SPORTING 1.8 FLEX 16V 5P 2016,FLEX,BRANCO,2016,39.059,"R$59.900,00"
JEEP RENEGADE SPORT AT 2016,FLEX,PRATA,2016,112.795,"R$77.900,00"
PORSCHE CAYENE S 2016,GASOLINA,MARROM,2016,128.771,"R$269.900,00"
FIAT PALIO FIRE 2016,FLEX,BRANCO,2016,164.185,"R$34.900,00"
FORD FUSION TITANIUM AWD 2016,GASOLINA,PRETO,2016,85.166,"R$90.900,00"
HONDA HRV EX CVT 2016,FLEX,BRANCO,2016,44.353,"R$87.900,00"
HYUNDAI HR 2016,DIESEL,BRANCO,2016,155.440,"R$89.900,00"
LAND ROVER DISCOVERY SPORT 2016,DIESEL,PRETO,2016,128.176,"R$179.900,00"
HYUNDAI HB20X 1.6 16V STYLE FLEX 4P AUTOMÁTICO 2016,FLEX,VERDE,2016,66.464,"R$69.500,00"
HONDA New Fit EX 2016,FLEX,CINZA,2016,86.500,"R$69.990,00"
TOYOTA SW4 DSL 4X4 SRX AT 7S DIESEL 2016,DIESEL,MARROM,2016,0,"R$239.900,00"
FIAT PALIO 1.0 MPI FIRE 8V FLEX 4P MANUAL 2016,FLEX,BRANCO,2016,129.000,"R$30.900,00"
FIAT UNO WAY 1.4 8V (FLEX) 4P 2016,FLEX,BRANCO,2016,0,"R$42.900,00"
HYUNDAI IX35 2.0 16V FLEX 4P AUTOMATICO 2016,FLEX,PRATA,2016,0,"R$84.790,00"
FIAT STRADA 1.4 MPI WORKING CS 8V FLEX 2P MANUAL 2016,GASOLINA,BRANCO,2016,0,"R$46.900,00"
FIAT FIORINO 1.4 MPI FURGÃO 8V FLEX 2P MANUAL 2016,GASOLINA,BRANCO,2016,0,"R$52.500,00"
TOYOTA COROLLA 1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO 2016,GASOLINA,BRANCO,2016,0,"R$83.900,00"
RENAULT SANDERO GT LINE HI-FLEX 1.6 8V 4P 2016,FLEX,PRATA,2016,101.000,"R$48.900,00"
VOLKSWAGEN UP HIGH MA 2016,FLEX,BRANCO,2016,63.000,"R$51.900,00"
LAND ROVER LR EVOQUE SE 2016,GASOLINA,PRATA,2016,85.000,"R$149.890,00"
BMW X5 XDRIVE 35I 2016,GASOLINA,CINZA,2016,62.000,"R$239.890,00"
HYUNDAI IX35 B 2016,FLEX,PRETO,2016,93.500,"R$85.890,00"
CITROEN C4L A 2L TEND 2016,FLEX,BRANCO,2016,104.200,"R$59.890,00"
MITSUBISHI PAJERO HPE D 2016,DIESEL,PRETO,2016,102.400,"R$199.890,00"
BMW 320I ACTIVE FLEX 2016,FLEX,BRANCO,2016,81.000,"R$139.890,00"
JEEP RENEGADE SPORT MT 2016,FLEX,BRANCO,2016,98.120,"R$67.900,00"
JEEP RENEGADE LNGTD AT 2016,FLEX,PRETO,2016,101.900,"R$76.900,00"
MINI CYMANALL4 COOPER S 2016,GASOLINA,BRANCO,2016,32.000,"R$135.900,00"
LAND ROVER LR DISC SPT SD4 HSE 7L 2016,DIESEL,CINZA,2016,112.400,"R$180.900,00"
JEEP RENEGADE 1.8 MT 2016,FLEX,BRANCO,2016,105.000,"R$65.900,00"
JEEP RENEGADE LNGTD AT D 2016,DIESEL,BRANCO,2016,80.000,"R$97.900,00"
SUBARU IMPREZA XV 2016,GASOLINA,CINZA,2016,96.756,"R$75.900,00"
JEEP RENEGADE LNGTD AT D 2016,DIESEL,BRANCO,2016,93.180,"R$99.900,00"
LAND ROVER LR DISC SPT SD4 SE 2016,DIESEL,PRATA,2016,142.000,"R$144.900,00"
HONDA HR-V EXL 1.8 16V SOHC I-VTEC FLEXONE AUT. 2016,FLEX,VERMELHO,2016,125.988,"R$99.900,00"
MITSUBISHI OUTLANDER 2.0 16V 160CV 2016,GASOLINA,BRANCO,2016,115.661,"R$96.900,00"
FIAT BRAVO SPORTING 1.8 DUALOGIC FLEX 16V 5P 2016,FLEX,PRETO,2016,123.014,"R$61.900,00"
JEEP RENEGADE LONGITUDE 1.8 FLEX AUTOMATICO 2016,FLEX,PRETO,2016,107.095,"R$79.900,00"
BMW X1 2.0 SDRIVE 20I ACTIVE FLEX AUT 2016,FLEX,BRANCO,2016,103.000,"R$147.500,00"
MERCEDES-BENZ C-180 CGI AVANT. 1.6/1.6 FLEXTB 16V AUT. 2016,FLEX,PRETO,2016,78.000,"R$125.000,00"
LAND ROVER EVOQUE 2.2 SE 4WD 16V DIESEL 4P AUTOMATICO 2016,DIESEL,PRETO,2016,123.000,"R$171.000,00"
AUDI A3 1.4 TFSI SEDAN AMBIENTE 16V GASOLINA 4P S-TRONIC 2016,GASOLINA,CINZA,2016,108.000,"R$84.500,00"
VOLVO XC90 T6 INSCRIPT 2016,GASOLINA,PRATA,2016,82.000,"R$238.000,00"
JEEP RENEGADE THAWK AT D 2016,DIESEL,PRETO,2016,87.000,"R$110.000,00"
AUDI Q3 150CV 2016,GASOLINA,BRANCO,2016,82.000,"R$106.000,00"
CHEVROLET SPIN 1.8 ACTIV 8V FLEX 4P AUT 2016,FLEX,PRATA,2016,93.000,"R$64.000,00"
LAND ROVER DISCOVERY SPORT SE 2.0 4X4 DIESEL AUT 2016,DIESEL,VERMELHO,2016,104.000,"R$151.000,00"
TROLLER T4 XLT 3.2 2016,DIESEL,BRANCO,2016,147.000,"R$166.500,00"
VOLVO XC90 T6 MOMENTUM 2016,GASOLINA,PRATA,2016,120.000,"R$185.500,00"
VOLKSWAGEN VOYAGE TRENDLINE 1.6 2016,FLEX,PRETO,2016,178.000,"R$49.500,00"
LAND ROVER DISCOVERY SPORT SE 2.2 2016,DIESEL,BRANCO,2016,108.000,"R$161.000,00"
RENAULT DUSTER DYNAMIQUE 2.0 16V AUT 2016,FLEX,BRANCO,2016,132.000,"R$63.000,00"
VOLKSWAGEN AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT  2016,DIESEL,CINZA,2016,111.000,"R$143.500,00"
RENAULT SANDERO 1.6 EXPRESSION 2016,FLEX,PRATA,2016,144.000,"R$43.500,00"
TOYOTA HILUX CD SRX 4X4 2.8 TDI 16V DIESEL AUT 2016,DIESEL,CINZA,2016,218.000,"R$179.500,00"
MERCEDES-BENZ GLA 200 1.6 CGI ADVANCE 16V TURBO 4P 2016,FLEX,CINZA,2016,77.000,"R$125.000,00"
JEEP RENEGADE SPORT AT 2016,FLEX,BRANCO,2016,47.000,"R$71.500,00"
JEEP RENEGADE SPORT 1.8 FLEX AUT 2016,FLEX,VERMELHO,2016,147.000,"R$65.500,00"
BMW 428I 2.0 M SPORT GRAN COUPE 16V TURBO GASOLINA 4P AUT 2016,GASOLINA,PRETO,2016,82.000,"R$164.500,00"
FORD FOCUS 2.0 SE PLUS 16V FLEX 4P POWERSHIFT 2016,FLEX,BRANCO,2016,131.000,"R$56.000,00"
RAM 2500 LARAMIE 6.7 TDI CD 4X4 DIESEL 2016,DIESEL,CINZA,2016,120.000,"R$299.500,00"
TOYOTA HILUX SW4 2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P 2016,DIESEL,BRANCO,2016,196.000,"R$263.500,00"
JEEP RENEGADE SPORT 1.8 FLEX AUT 2016,FLEX,VERDE,2016,84.000,"R$72.500,00"
FORD FUSION TITANIUM 2.0 ECOBOOST AWD 2.0 ECOBOOST AUT. 2016,GASOLINA,BRANCO,2016,102.000,"R$94.500,00"
MINI COOPER S 2016,GASOLINA,BRANCO,2016,107.000,"R$102.000,00"
RENAULT DUSTER EXPRESSION 1.6 16V 2016,FLEX,BRANCO,2016,163.000,"R$56.000,00"
VOLKSWAGEN JETTA TRENDLINE TIPTRONIC 1.4 TSI AUT. 2016,GASOLINA,PRETO,2016,156.000,"R$65.500,00"
PEUGEOT 2008 ALLURE A 2016,FLEX,BRANCO,2016,124.627,"R$59.990,00"
MERCEDES-BENZ M.BENZ/C180FF 2016,FLEX,PRETO,2016,96.443,"R$129.990,00"
CHEVROLET SPIN 1.8 L AT LTZ 2016,FLEX,PRETO,2016,156.000,"R$59.990,00"
TOYOTA COROLLA ALTISFLEX 2016,FLEX,PRETO,2016,91.710,"R$95.990,00"
